venue_name,Loud music / events,Venue provides alcohol,Wi-Fi,supervenue,U-Shaped_max,max_standing,Theatre_max,Promoted / ticketed events,Wheelchair accessible
long arm pub & micro- brewery,False,1,True,False,35.04545454545455,10,112.71586715867159,False,False
the boathouse,False,1,True,False,35.04545454545455,80,112.71586715867159,True,False
the white room,True,1,True,False,30.0,100,80.0,True,False
20 north audley street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
no. 19 eastbourne terrace,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the inn of court,False,1,True,False,12.0,30,112.71586715867159,True,False
fidelio,False,1,True,False,35.04545454545455,120,112.71586715867159,True,False
headspace farringdon,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
trailer happiness,True,1,True,False,35.04545454545455,30,112.71586715867159,True,False
west end on the thames,True,1,False,False,70.0,250,120.0,False,False
the shard,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
go ape alexandra palace,False,0,False,False,35.04545454545455,40,112.71586715867159,False,False
the breakfast club canary wharf,True,1,True,False,35.04545454545455,50,112.71586715867159,True,False
warnford court,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
gridiron building,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the worker's league,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
the great north wood,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
q shoreditch,True,1,True,False,35.04545454545455,280,112.71586715867159,True,False
53 davies street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the inn of court,False,1,True,False,20.0,100,60.0,True,False
175 st john's street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
floaty mcfloat face,True,0,True,False,35.04545454545455,12,12.0,True,False
science museum,False,1,False,False,35.04545454545455,400,112.71586715867159,False,False
"kensington, iverna gardens",False,1,False,False,35.04545454545455,60,36.0,False,False
c.a.f.e sunshine international arts,False,0,False,True,35.04545454545455,25,112.71586715867159,True,False
fox@excel,True,1,True,False,35.04545454545455,60,40.0,True,False
henry wood house,False,0,True,False,35.04545454545455,10,112.71586715867159,False,False
24 greville street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
klatch studio,False,0,True,False,35.04545454545455,40,112.71586715867159,False,False
borough high street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
selina camden,False,1,True,False,50.0,50,60.0,True,False
ruby blue,True,1,True,False,35.04545454545455,300,112.71586715867159,True,False
wellington hotel by blue orchid,False,0,True,False,40.0,100,90.0,False,False
black sheep coffee houndsditch,True,1,True,False,35.04545454545455,80,112.71586715867159,True,False
simmons | temple,True,1,True,False,35.04545454545455,80,112.71586715867159,False,False
brunswick house,True,1,True,False,35.04545454545455,120,112.71586715867159,True,False
q shoreditch,True,1,True,False,35.04545454545455,220,112.71586715867159,True,False
st. pancras meetings & events,True,1,True,False,8.0,0,112.71586715867159,True,False
84 brook street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
tribe urban studios,False,0,True,False,35.04545454545455,5,112.71586715867159,False,False
tuttons private dining,False,0,True,True,35.04545454545455,25,112.71586715867159,False,False
91 wimpole street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
langham court,True,1,True,True,8.0,0,12.0,True,False
the long acre,True,1,True,False,35.04545454545455,200,112.71586715867159,False,False
koppel 540,False,0,True,False,35.04545454545455,20,112.71586715867159,False,False
simmons | euston square,True,1,True,False,35.04545454545455,60,112.71586715867159,False,False
paddington,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
grand junction paddington,True,0,False,False,35.04545454545455,500,112.71586715867159,True,False
chuba rasa,True,1,True,False,25.0,100,40.0,False,False
morso london,False,1,False,False,35.04545454545455,0,112.71586715867159,True,False
the old street gallery,True,1,True,False,70.0,120,100.0,True,False
1989 club house,True,1,True,False,35.04545454545455,30,112.71586715867159,True,False
ldbs scitt,False,0,True,False,40.0,50,60.0,False,False
the cleveland arms,False,0,True,False,25.0,30,112.71586715867159,True,False
strathmore hotel,True,1,True,True,25.0,70,55.0,True,False
17 cavendish square,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the candlemaker,True,0,True,False,35.04545454545455,60,112.71586715867159,True,False
electric space,False,1,True,False,35.04545454545455,20,16.0,True,False
bar kick,True,1,True,False,35.04545454545455,130,112.71586715867159,True,False
white room studio,False,0,True,False,35.04545454545455,20,112.71586715867159,False,False
landmark – 75 king william street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
absolute pleasure yacht,True,0,True,False,25.0,25,25.0,False,False
148 leadenhall street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the last talisman,False,1,True,True,35.04545454545455,30,112.71586715867159,True,False
the williamson's tavern,False,1,True,False,32.0,75,42.0,False,False
barsyk,False,1,False,False,35.04545454545455,100,112.71586715867159,False,False
tank and paddle minster court,True,1,True,False,35.04545454545455,170,112.71586715867159,False,False
the derby rooftop,False,0,True,False,35.04545454545455,60,60.0,True,False
duke's head hotel,False,1,True,False,35.04545454545455,80,112.71586715867159,False,False
the coach makers arms pub marylebone,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
20 eastbourne terrace,False,0,True,False,35.04545454545455,0,15.0,False,False
1 king street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
cinnamon club,False,1,True,False,35.04545454545455,50,112.71586715867159,True,False
slug and lettuce st pauls,True,1,True,False,35.04545454545455,150,112.71586715867159,False,False
the chocolate cocktail club,False,1,False,False,35.04545454545455,50,112.71586715867159,False,False
cutty sark,False,1,True,False,35.04545454545455,45,112.71586715867159,True,False
skylight photo film studio gallery showroom,False,0,True,False,40.0,60,50.0,False,False
q shoreditch,True,1,True,False,35.04545454545455,60,112.71586715867159,True,False
69 drops studios,False,0,True,False,20.0,45,20.0,True,False
mr fogg's society of exploration,False,1,True,False,35.04545454545455,25,112.71586715867159,False,False
mavro worldwide studios,False,0,True,True,35.04545454545455,8,112.71586715867159,True,False
tribe urban studios,False,0,True,False,35.04545454545455,5,112.71586715867159,False,False
wac arts,True,0,True,False,35.04545454545455,100,80.0,True,False
hache clapham,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
everyman - baker street,False,0,True,False,35.04545454545455,0,60.0,True,False
missionworks,False,0,True,False,15.0,15,112.71586715867159,True,False
simmons | camden town,True,1,True,False,35.04545454545455,30,112.71586715867159,False,False
borough high street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
14 bedford square,True,1,True,False,40.0,225,90.0,True,False
redwood sports pub and kitchen,True,1,True,False,35.04545454545455,12,112.71586715867159,False,False
dorsett city london,False,0,True,False,35.04545454545455,0,20.0,False,False
cousins snooker and pool club,False,1,True,False,60.0,180,112.71586715867159,False,False
boisdale of mayfair,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
paddington,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
hilton london paddington,False,1,True,False,35.04545454545455,20,32.0,False,False
133 whitechapel high st.,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
dukes london,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
dartmouth house,True,1,True,False,35.04545454545455,450,140.0,False,False
colab tavern,True,1,True,False,35.04545454545455,200,30.0,True,False
simmons | euston square,True,1,False,False,35.04545454545455,150,112.71586715867159,False,False
ruby blue,True,1,True,False,35.04545454545455,150,112.71586715867159,True,False
boisdale of bishopsgate,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
landmark – london bridge,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
dabbers social bingo,True,1,True,False,35.04545454545455,80,112.71586715867159,True,False
melcombe place,False,0,True,False,35.04545454545455,0,6.0,False,False
cookery school at little portland st,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
133 whitechapel high st.,False,0,True,False,35.04545454545455,0,30.0,False,False
floaty mcfloat face,True,0,True,False,35.04545454545455,15,112.71586715867159,True,False
the hippodrome casino,False,1,True,False,12.0,0,15.0,False,False
tt liquor,False,1,True,False,35.04545454545455,12,112.71586715867159,True,False
near & far camden,True,1,True,True,35.04545454545455,30,112.71586715867159,False,False
boisdale of bishopsgate,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
popworld watling street,True,1,True,False,35.04545454545455,234,112.71586715867159,False,False
dartmouth house,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
lord's cricket ground,False,1,True,False,35.04545454545455,350,112.71586715867159,True,False
the marylebone rooms,False,1,True,False,28.0,80,60.0,False,False
east side,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
coyzi studios,False,0,False,False,35.04545454545455,10,112.71586715867159,False,False
marsha london,False,1,False,False,35.04545454545455,0,112.71586715867159,False,False
newington green meeting house,True,0,True,False,35.04545454545455,200,112.71586715867159,True,False
henry wood house,False,0,True,False,35.04545454545455,2,112.71586715867159,False,False
traitors gate,False,1,True,False,35.04545454545455,40,112.71586715867159,True,False
the lamb tavern,False,1,False,False,35.04545454545455,100,112.71586715867159,False,False
le cinecube,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
bar kick,True,1,True,False,35.04545454545455,40,112.71586715867159,True,False
auriol kensington rowing club,False,1,True,False,50.0,50,112.71586715867159,False,False
gaming party bus,True,0,True,False,35.04545454545455,32,112.71586715867159,False,False
joe macari showroom,True,1,True,False,35.04545454545455,120,80.0,True,False
ginza st. james's,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
house of mass studio,False,0,True,False,35.04545454545455,40,112.71586715867159,False,False
spelman street,False,0,True,False,35.04545454545455,30,20.0,False,False
london grace leicester square,False,0,True,False,35.04545454545455,20,112.71586715867159,True,False
cutty sark,False,1,True,False,35.04545454545455,70,112.71586715867159,True,False
bma house,False,1,True,False,27.0,100,84.0,False,False
21 gloucester place,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
henry wood house,False,0,True,False,35.04545454545455,0,10.0,False,False
odeon tottenham court rd,True,1,False,False,35.04545454545455,0,123.0,True,False
the brunel museum,False,0,True,False,35.04545454545455,125,120.0,False,False
creme de la crepe,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
thames rockets,True,1,False,False,35.04545454545455,0,112.71586715867159,True,False
jct london,False,1,True,True,35.04545454545455,30,15.0,True,False
floaty mcfloat face,True,0,True,False,35.04545454545455,16,112.71586715867159,True,False
the thomas cubitt,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
53 davies street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the bolthole,False,0,True,False,35.04545454545455,130,112.71586715867159,False,False
floaty mcfloat face,True,0,True,False,35.04545454545455,16,112.71586715867159,True,False
flat iron,False,0,True,False,5.0,8,112.71586715867159,False,False
doubletree by hilton westminster,False,1,True,False,38.0,100,80.0,False,False
aip studios,False,0,True,False,8.0,0,112.71586715867159,False,False
1 cornhill,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
id studios,False,0,True,False,35.04545454545455,10,112.71586715867159,False,False
the comedy,True,1,True,False,35.04545454545455,120,120.0,False,False
mr fox,True,1,True,False,40.0,150,80.0,True,False
brook green,True,1,True,False,35.04545454545455,50,112.71586715867159,True,False
kia oval,True,1,True,False,35.04545454545455,24,30.0,True,False
no.11 pimlico road,False,1,True,False,35.04545454545455,80,50.0,True,False
brasserie blanc southbank,True,1,False,True,35.04545454545455,30,112.71586715867159,False,False
uncommon borough,False,1,True,False,35.04545454545455,60,112.71586715867159,False,False
hilton london paddington,False,1,True,False,35.04545454545455,0,27.0,False,False
odeon covent garden,True,1,True,False,35.04545454545455,0,240.0,True,False
alberts at beaufort house,True,1,True,False,35.04545454545455,50,112.71586715867159,True,False
premier place by premier property suites,False,0,True,False,15.0,50,40.0,True,False
opium china town,False,1,True,False,35.04545454545455,50,112.71586715867159,True,False
lockhouse,False,1,True,False,35.04545454545455,300,112.71586715867159,False,False
be at one regent street,True,1,True,False,35.04545454545455,550,112.71586715867159,False,False
anomalous space,True,0,True,False,35.04545454545455,15,10.0,True,False
dorsett city london,False,0,True,False,15.0,0,36.0,False,False
the crooked well,False,1,True,False,35.04545454545455,35,112.71586715867159,False,False
barrio shoreditch,True,1,True,False,35.04545454545455,80,112.71586715867159,False,False
siorai bar,True,1,True,False,35.04545454545455,130,112.71586715867159,True,False
tower suites,False,0,True,False,35.04545454545455,200,200.0,False,False
wardour street,False,0,True,False,35.04545454545455,20,112.71586715867159,False,False
mercure london paddington,False,1,True,False,17.0,0,40.0,False,False
winchester house,False,1,False,False,35.04545454545455,115,112.71586715867159,False,False
russell square view,False,0,True,False,16.0,32,32.0,False,False
"kensington, iverna gardens",False,1,False,False,35.04545454545455,30,112.71586715867159,False,False
octagon point st paul's,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
ruby's,True,1,True,False,35.04545454545455,55,112.71586715867159,False,False
the book club,True,1,True,False,35.04545454545455,60,112.71586715867159,True,False
east side,False,0,True,False,14.0,0,21.0,False,False
the yacht london,True,1,True,False,22.0,50,40.0,False,False
the waterway,False,1,True,False,30.0,40,112.71586715867159,True,False
the cuckoo club,True,1,True,False,35.04545454545455,250,112.71586715867159,False,False
casa do frango - london bridge,False,1,True,False,35.04545454545455,110,112.71586715867159,False,False
the escapologist,True,1,True,False,35.04545454545455,75,112.71586715867159,False,False
imprnt studios,False,0,True,True,35.04545454545455,30,112.71586715867159,False,False
sway,True,1,True,False,35.04545454545455,300,180.0,False,False
davys at plantation place,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
academy building,True,0,True,True,35.04545454545455,9,112.71586715867159,True,False
willy's wine bar,True,1,True,False,35.04545454545455,100,112.71586715867159,False,False
kew gardens,False,1,True,False,35.04545454545455,200,200.0,False,False
embargo republica,False,1,True,False,35.04545454545455,81,112.71586715867159,False,False
"slug and lettuce, aldgate",True,1,True,False,35.04545454545455,550,112.71586715867159,False,False
sutherland labs,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
hub 67,False,0,True,False,35.04545454545455,60,40.0,False,False
sci belgravia,True,0,True,False,35.04545454545455,0,150.0,True,False
lock studios,True,0,True,False,35.04545454545455,25,112.71586715867159,False,False
the little blue door,True,1,True,False,35.04545454545455,25,112.71586715867159,True,False
space in marylebone,False,0,True,False,20.0,0,45.0,False,False
ideaspace london,False,0,True,False,35.04545454545455,0,112.71586715867159,True,False
huckster,True,1,True,False,35.04545454545455,25,112.71586715867159,False,False
gaucho chancery lane,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
tribe urban studios,False,0,True,False,35.04545454545455,5,112.71586715867159,False,False
16 old queen street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the sterling,True,1,True,False,35.04545454545455,70,112.71586715867159,False,False
14 bedford square,True,1,True,False,35.04545454545455,20,112.71586715867159,True,False
food at 52,False,0,False,False,35.04545454545455,35,112.71586715867159,False,False
the chelsea lodge,True,1,True,False,35.04545454545455,200,112.71586715867159,True,False
52 brook street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
henry wood house,False,0,True,False,35.04545454545455,8,112.71586715867159,False,False
33 st james's square,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
vagabond monument,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
arepa & co - bethnal green,False,1,True,False,35.04545454545455,60,112.71586715867159,False,False
st bride foundation,True,1,True,False,35.04545454545455,45,16.0,True,False
premier place by premier property suites,False,0,True,False,35.0,200,125.0,True,False
k west hotel & spa,False,1,True,False,35.04545454545455,0,15.0,False,False
borough high street,False,0,True,False,14.0,0,35.0,False,False
odeon parade zem,False,0,True,False,12.0,12,12.0,False,False
headspace farringdon,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
uncommon liverpool street,False,1,True,False,35.04545454545455,0,42.0,False,False
simmons | tower bridge,True,1,True,False,35.04545454545455,120,112.71586715867159,False,False
sofitel st james,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
apples & pears,True,1,True,True,35.04545454545455,130,112.71586715867159,False,False
opera tavern,False,0,True,False,35.04545454545455,60,30.0,True,False
inamo covent garden,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
tamesis dock,False,1,True,False,35.04545454545455,150,112.71586715867159,True,False
loves company,True,1,True,False,35.04545454545455,250,112.71586715867159,True,False
20 eastbourne terrace,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
radisson blu edwardian vanderbilt,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
mercure london paddington,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
lab woolfe,False,1,True,False,35.04545454545455,15,112.71586715867159,False,False
bentley's oyster bar & grill,True,1,True,False,35.04545454545455,100,60.0,True,False
church house westminster,True,1,True,False,30.0,150,120.0,True,False
henry wood house,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
henry wood house,False,0,True,False,35.04545454545455,8,112.71586715867159,False,False
bounce old street,False,1,True,False,35.04545454545455,450,150.0,False,False
grow rooftop,False,0,False,False,35.04545454545455,50,112.71586715867159,False,False
the gallery,True,1,True,False,35.04545454545455,80,112.71586715867159,False,False
the walbrook club,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the bulls head,False,1,True,False,35.04545454545455,15,112.71586715867159,False,False
the alfred tennyson belgravia,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
chotto matte,True,1,True,False,35.04545454545455,30,112.71586715867159,False,False
the duke of battersea,True,1,True,False,35.04545454545455,60,30.0,True,False
hoxley and porter,False,1,True,False,35.04545454545455,40,112.71586715867159,False,False
the williamson's tavern,False,1,True,False,35.04545454545455,230,112.71586715867159,False,False
tamesis dock,False,1,True,False,35.04545454545455,80,112.71586715867159,True,False
henry wood house,False,0,True,False,35.04545454545455,8,112.71586715867159,False,False
brunswick house,True,1,True,False,10.0,25,10.0,True,False
gaucho o2 arena,False,1,True,False,35.04545454545455,290,112.71586715867159,False,False
81 rivington st,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
town hall hotel,False,1,True,False,35.04545454545455,100,60.0,False,False
pennethornes bar at somerset house,False,0,False,False,35.04545454545455,40,112.71586715867159,False,False
juno rooms,True,1,True,False,35.04545454545455,60,112.71586715867159,False,False
el pirata of mayfair,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
manor arms,False,1,True,False,35.04545454545455,15,112.71586715867159,False,False
jimi loves gloria,True,1,True,False,35.04545454545455,110,112.71586715867159,False,False
297 euston road,False,1,True,False,12.0,0,112.71586715867159,True,False
simmons | angel,True,1,True,False,35.04545454545455,90,112.71586715867159,False,False
church house westminster,True,1,True,False,14.0,0,25.0,True,False
the dickens inn,True,1,True,False,80.0,150,100.0,True,False
cherryduck studios,False,0,True,False,35.04545454545455,35,112.71586715867159,False,False
vinoteca city,False,1,True,False,35.04545454545455,50,42.0,True,False
henry wood house,False,0,True,False,35.04545454545455,0,30.0,False,False
sway,True,1,True,False,35.04545454545455,70,112.71586715867159,False,False
gracepoint,True,0,True,False,35.04545454545455,190,91.0,True,False
the smiths building,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
duo london,True,1,True,False,35.04545454545455,150,112.71586715867159,True,False
london grace marble arch,False,0,True,False,35.04545454545455,40,112.71586715867159,True,False
23-24 berkeley square,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
scum bar,False,0,True,False,6.0,45,35.0,False,False
l'escargot,False,1,True,False,35.04545454545455,20,112.71586715867159,False,False
maggie & rose,False,1,True,False,35.04545454545455,100,112.71586715867159,True,False
mercure london kensington,False,1,True,False,13.0,20,20.0,False,False
flying fantastic union street,False,0,True,False,50.0,80,80.0,False,False
wild honey st james,True,1,True,False,35.04545454545455,20,112.71586715867159,False,False
victoria station,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
91 wimpole street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
holiday inn london kensington forum,True,1,True,False,20.0,45,50.0,True,False
missionworks,False,0,True,False,35.04545454545455,20,112.71586715867159,True,False
the hippodrome casino,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
91 wimpole street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
chelsea football club,True,1,True,False,26.0,80,60.0,True,False
boisdale of belgravia,False,1,True,False,35.04545454545455,60,112.71586715867159,True,False
hellenic centre,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
buddha-bar london,True,1,True,False,35.04545454545455,70,112.71586715867159,False,False
doubletree by hilton westminster,False,1,True,False,63.0,150,130.0,False,False
clerkenwell and social,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
huckster,True,1,True,False,35.04545454545455,40,112.71586715867159,False,False
mr fox,True,1,True,False,30.0,60,40.0,True,False
simmons | kings cross,True,1,False,False,35.04545454545455,90,112.71586715867159,True,False
friends house,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
blackout studio & medical room,False,0,False,True,20.0,20,20.0,False,False
thistle hyde park,False,1,True,False,35.04545454545455,25,20.0,True,False
bus party london!,True,1,False,False,43.0,20,112.71586715867159,False,False
no. 19 eastbourne terrace,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
cromer studios,False,0,True,True,35.04545454545455,20,112.71586715867159,False,False
david game college,False,1,True,True,35.04545454545455,25,112.71586715867159,True,False
slug and lettuce st pauls,True,1,True,False,35.04545454545455,600,112.71586715867159,False,False
van gogh house,False,0,True,False,35.04545454545455,25,25.0,True,False
one moorgate place,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the tankard,True,1,True,False,35.04545454545455,60,112.71586715867159,False,False
the menier room,False,0,False,False,35.04545454545455,60,112.71586715867159,False,False
floaty mcfloat face,True,0,True,False,35.04545454545455,16,112.71586715867159,True,False
bunga bunga covent garden,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
cookery school at little portland st,False,1,True,False,35.04545454545455,14,112.71586715867159,False,False
gaucho smithfield,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
london party pub crawl,True,1,False,False,35.04545454545455,60,112.71586715867159,True,False
county arms,False,1,True,False,35.04545454545455,150,112.71586715867159,False,False
green note,True,1,True,False,35.04545454545455,25,15.0,True,False
flying fantastic union street,False,0,True,False,25.0,40,40.0,False,False
mr fogg's house of botanicals,False,1,True,False,35.04545454545455,120,112.71586715867159,False,False
the candlemaker,True,0,True,False,35.04545454545455,35,112.71586715867159,True,False
notes coffee & wine bar - kings cross,True,1,True,False,35.04545454545455,40,112.71586715867159,False,False
the thirsty bear,False,1,True,False,35.04545454545455,210,112.71586715867159,False,False
sutherland labs,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
callooh callay chelsea,True,1,True,True,35.04545454545455,60,112.71586715867159,False,False
84 brook street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the cinema museum,False,0,True,False,35.04545454545455,300,36.0,True,False
radisson blu edwardian npw,True,1,True,False,12.0,30,50.0,False,False
cherryduck studios,False,0,True,False,35.04545454545455,15,112.71586715867159,False,False
wardour street,False,0,True,False,35.04545454545455,6,112.71586715867159,False,False
westwood sports pub & kitchen,True,1,True,False,35.04545454545455,35,112.71586715867159,False,False
dorsett city london,False,0,True,False,35.04545454545455,0,30.0,False,False
gaucho broadgate,False,1,True,False,35.04545454545455,120,112.71586715867159,False,False
the king's head members club,False,1,False,False,40.0,0,112.71586715867159,True,False
indian accent,False,1,False,False,35.04545454545455,0,112.71586715867159,False,False
tea party,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
pitcher & piano richmond,False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
85 gresham street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the roundhouse,True,1,True,False,35.04545454545455,50,112.71586715867159,True,False
all bar one appold st,False,0,True,False,35.04545454545455,130,112.71586715867159,False,False
clayton hotel city of london,False,1,True,False,35.04545454545455,110,112.71586715867159,False,False
salvador & amanda covent garden,True,1,True,False,35.04545454545455,25,112.71586715867159,False,False
15 bateman street,True,1,True,False,35.04545454545455,150,40.0,True,False
de morgan house,False,0,True,False,12.0,20,15.0,False,False
nova north,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
holiday inn london - camden lock,True,1,True,False,40.0,350,120.0,False,False
techspace shoreditch,False,0,True,True,35.04545454545455,200,100.0,True,False
bar rumba,True,1,True,False,40.0,450,170.0,False,False
her majesty's theatre,False,1,False,False,35.04545454545455,40,112.71586715867159,False,False
green park house,False,0,True,False,35.04545454545455,0,16.0,False,False
the big house,False,1,True,False,50.0,100,75.0,True,False
one moorgate place,False,1,True,False,25.0,80,50.0,False,False
hudson house,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
uncommon liverpool street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
impact brixton,True,0,True,False,4.0,4,112.71586715867159,True,False
bow street tavern,True,1,True,True,35.04545454545455,30,112.71586715867159,False,False
cavendish conference centre,False,0,True,False,35.04545454545455,300,100.0,True,False
canonbury,False,1,True,False,35.04545454545455,150,112.71586715867159,False,False
the lamb tavern,False,1,True,False,35.04545454545455,300,112.71586715867159,False,False
the zetter hotel,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
le fez,True,1,True,False,35.04545454545455,350,112.71586715867159,True,False
barge east,False,0,False,False,35.04545454545455,140,112.71586715867159,True,False
hallam conference centre,False,0,True,False,25.0,50,50.0,False,False
melcombe place,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
boisdale of mayfair,False,1,True,False,35.04545454545455,40,112.71586715867159,False,False
chelsea football club,True,1,True,False,35.04545454545455,580,400.0,True,False
masa studios,False,0,True,False,35.04545454545455,10,20.0,False,False
broadley studio,False,0,True,False,20.0,20,20.0,False,False
mkii,False,0,True,False,35.04545454545455,30,112.71586715867159,True,False
ninth ward london,True,1,True,True,35.04545454545455,40,112.71586715867159,True,False
the half moon,False,1,True,False,20.0,60,40.0,False,False
mrs fogg's,False,1,True,False,35.04545454545455,400,112.71586715867159,False,False
the bloomsbury ballroom,True,1,True,False,35.04545454545455,60,112.71586715867159,True,False
the richmond golf club,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
luxury home in knightsbridge,False,0,True,False,35.04545454545455,25,112.71586715867159,False,False
no. 19 eastbourne terrace,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
lord's cricket ground,False,1,True,False,35.04545454545455,250,112.71586715867159,True,False
bunghole cellars,False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
the green room,False,1,True,False,35.04545454545455,80,112.71586715867159,False,False
century club,True,1,True,False,35.04545454545455,100,70.0,False,False
cre8 studio,False,0,True,False,35.04545454545455,83,62.0,True,False
vintner's hall,False,0,True,False,35.04545454545455,250,130.0,False,False
liban tapas restaurant south woodford,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
gaucho piccadilly,False,1,True,False,35.04545454545455,120,112.71586715867159,False,False
the garrison,False,1,True,False,25.0,35,112.71586715867159,False,False
church house westminster,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
gaucho o2 arena,False,1,True,False,35.04545454545455,150,112.71586715867159,False,False
walkers of whitehall,False,1,True,False,35.04545454545455,100,112.71586715867159,True,False
brasserie blanc southbank,True,1,True,True,68.0,100,50.0,False,False
the boot and flogger,True,0,True,True,35.04545454545455,25,112.71586715867159,False,False
tonight josephine waterloo,False,1,True,False,35.04545454545455,120,112.71586715867159,False,False
victory services club,True,1,True,False,60.0,300,300.0,True,False
sofitel st james,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
jamies st mary at hill,True,1,True,False,35.04545454545455,20,112.71586715867159,False,False
sutherland labs,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
jct london,False,1,True,True,35.04545454545455,25,12.0,True,False
23 king street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
troxy,True,1,True,False,35.04545454545455,1500,2000.0,True,False
frequency angel,False,1,True,True,35.04545454545455,20,112.71586715867159,False,False
